"Sample_Mean","Trial"
5.55369314552774,1
4.67084681284427,2
4.25622720805444,3
4.6141479861586,4
5.30434176590555,5
3.62748246997966,6
6.23048317660964,7
3.68324844597337,8
4.83558922449445,9
4.98499259436256,10
4.60067413671173,11
4.01532930826206,12
4.07674659641873,13
5.62003140029905,14
4.45413865574614,15
5.88146673538888,16
5.40924525206386,17
5.89781670708621,18
4.08276122705587,19
4.58566034082637,20
6.17171768503937,21
4.73861744466154,22
3.86713118752676,23
3.08225194788951,24
3.85083296067669,25
6.36092932142158,26
4.94894147625939,27
4.46803027860641,28
5.5582116796009,29
4.42090212249873,30
5.54012140452063,31
5.40522624605309,32
5.28911499973395,33
5.14255891617556,34
4.94849021645693,35
3.74418058116127,36
5.83391117788687,37
4.52533400065872,38
6.17462277318204,39
4.9715061666054,40
5.94700301856155,41
5.17829433347478,42
4.24207846017428,43
4.71460832251726,44
4.79933065195102,45
5.14706033439494,46
4.26282893657231,47
4.79308294113002,48
5.28630139153385,49
6.63894601337686,50
5.08363925886673,51
4.07406232879603,52
4.54817103914982,53
5.61802898194196,54
5.35840561069109,55
6.07921057690642,56
3.61568602608145,57
4.44910901154962,58
5.66299146347517,59
4.86072136968667,60
4.90534517542474,61
5.64631153180493,62
4.46177618396733,63
4.96134505646624,64
4.69137297434988,65
4.44676190069807,66
6.32150430923654,67
5.95061458650406,68
6.27782893291535,69
4.64542157155624,70
4.31144277542694,71
3.95973943331254,72
5.51566490788726,73
4.62748733487162,74
6.00913499404504,75
5.54112742494658,76
4.95199012268458,77
3.55405871058118,78
5.60064958712672,79
5.11393692356304,80
4.77831956755405,81
5.43593052633931,82
4.73769119692828,83
4.47475623450587,84
4.14956047923546,85
4.50817007164085,86
5.65547174145809,87
6.28282200232956,88
5.36021457651045,89
4.95591010013876,90
4.80690341040168,91
5.63316805508275,92
4.32609498975672,93
5.98431870263869,94
5.73800301295258,95
5.19472310114618,96
6.0514353090819,97
5.09248365033258,98
5.3782823897188,99
5.08408537921635,100
4.74261290733632,101
4.44252221514267,102
4.70124059322657,103
5.4802075694886,104
4.00230043746854,105
4.56259938138752,106
4.22744222193513,107
4.88563107363121,108
4.90411792208459,109
5.73931644689531,110
4.67922294250831,111
4.76920809652181,112
5.46115360664525,113
4.89546532885372,114
4.17173058013251,115
5.13897626948034,116
4.26384372153352,117
4.46191131450063,118
4.03955938194708,119
4.96024592849205,120
3.91288682894937,121
5.6786151572343,122
5.63043562147685,123
5.06664982522993,124
4.77441465743026,125
5.61095731781389,126
5.91661992520097,127
4.53989285896898,128
5.05367294119119,129
4.7052912168213,130
5.189605530617,131
6.01133592663819,132
4.66268917945003,133
5.86377209135178,134
4.87608234393662,135
5.08842086706073,136
4.54158922656305,137
4.62832590067071,138
5.13346977418618,139
3.50312152663942,140
4.72341395514155,141
3.55025208524798,142
6.16606073501252,143
4.5548623679075,144
5.46297577805837,145
4.64019208686381,146
4.67534938268676,147
5.90630421451898,148
6.27059840140223,149
5.7671128827313,150
4.64317035937246,151
5.31631464762307,152
5.59419257402449,153
4.33314149819805,154
4.23954619040721,155
5.53376376555595,156
4.71123328839679,157
3.73780779706911,158
5.443711901752,159
5.67633257188133,160
4.23268152985837,161
6.03159558419789,162
5.47368452865661,163
4.64033988773396,164
4.09640805287314,165
5.96238219430924,166
4.04193465351651,167
7.49367566949116,168
4.16146141170585,169
5.59139124754989,170
3.73544368152524,171
4.82591762054507,172
7.24187062675578,173
4.25692571072695,174
4.08321180466421,175
6.68021321271749,176
4.97321234123718,177
4.86049489783369,178
5.51010318842821,179
4.53726255768907,180
4.67191378216749,181
4.21431787799385,182
4.82758164920045,183
6.03357807251812,184
4.70108877300849,185
5.42359865894303,186
5.12854553197818,187
4.47397667108418,188
5.00569965186223,189
6.48029215541772,190
4.97292884184129,191
7.26438390978866,192
4.93729187235466,193
6.01264905408877,194
5.23655386456746,195
6.41408870265118,196
5.38171524323228,197
5.00847321992877,198
3.89273043634244,199
6.12329380642361,200
3.97035225924123,201
5.12582383864711,202
4.71730941049381,203
3.58031095386346,204
5.04174497254771,205
5.1968974953976,206
5.15777392431288,207
5.41342088297132,208
6.77411365512679,209
4.86290806907037,210
4.22900832836335,211
4.48310334014359,212
4.23950131103428,213
4.33346787959592,214
6.02913468711459,215
5.17250484275066,216
5.56172896305228,217
4.12506642849445,218
4.82119980964457,219
5.99295229869282,220
4.89680357681841,221
5.56326622974118,222
4.26344465145132,223
4.781268537003,224
5.9203033372864,225
4.82741541033862,226
4.51958622456257,227
4.78516843106608,228
4.99410287131516,229
4.39900191697895,230
4.66202976860037,231
6.0333112577254,232
8.32547734655099,233
4.26979916048418,234
5.50482249278117,235
5.69114100081179,236
5.07427148934773,237
4.38830833827724,238
5.20416648995304,239
3.64646177535882,240
4.77394948001128,241
5.29706662050376,242
4.70147336406322,243
4.49086385539629,244
5.68194165533243,245
3.70938926024106,246
4.58968375217522,247
3.88544464477029,248
5.04728110587229,249
7.78662222023067,250
3.19524356197683,251
5.29016732734732,252
4.9407364986443,253
5.71751640172262,254
5.23632292742106,255
3.75215156431577,256
5.97973912348684,257
4.34420136804975,258
4.0747445581767,259
6.67834792197421,260
4.2366714749193,261
6.79984249150975,262
6.62354354806607,263
4.91869014728685,264
5.46397446622484,265
5.97735072095783,266
5.55008965797075,267
4.93238955578111,268
4.99736618545511,269
5.01651141135034,270
4.31060509526143,271
4.39045024637442,272
4.3063065812255,273
3.78150834754809,274
4.78298824612735,275
4.93133847825783,276
4.6054444493733,277
5.26314584749766,278
5.39189019998566,279
3.88509302892369,280
5.19525387062872,281
5.16418385474655,282
3.62700274759791,283
4.12887422907598,284
4.96325501389955,285
5.76598368729133,286
4.74271237740922,287
5.35212655409323,288
4.46913220463661,289
5.36615312484397,290
5.10101673863958,291
4.54478258565269,292
4.79845796763777,293
5.33194259421809,294
3.81911566595814,295
4.55410553212659,296
5.56236665405668,297
5.97286468965729,298
5.34267449947593,299
5.58487814460826,300
5.76157888353871,301
4.24672535694936,302
5.70185573041415,303
5.19430587424821,304
3.52915315408103,305
5.06192349472844,306
5.90602689437005,307
5.12637705790175,308
5.15162697118761,309
5.12623687433413,310
5.45118884102436,311
4.62476693049231,312
4.42084850560178,313
5.80394741901722,314
4.47118727271302,315
5.75349766398503,316
4.58774575101058,317
4.47231077142463,318
5.26111361275485,319
4.51652889103195,320
5.48394100617146,321
4.0189503345847,322
5.94738322506826,323
4.6898446080964,324
5.22946154844331,325
4.98877137440941,326
5.36864129997045,327
5.59471224906586,328
6.19091950970937,329
3.96095882352277,330
5.16638482335246,331
5.09703027108726,332
5.04696907484208,333
4.53268391755229,334
5.30424447546612,335
3.86009674992099,336
5.0605843302405,337
4.78182402762167,338
4.36690974871017,339
4.64170442106509,340
5.03760295326369,341
5.61920370250227,342
4.79837687553137,343
4.03551224803359,344
3.93733134794251,345
5.05978856662074,346
4.00015197219582,347
4.5435508182143,348
5.10821904827266,349
3.39121232876999,350
5.97964220397211,351
5.34923676768804,352
3.02872535947822,353
4.04437513565282,354
4.82579141838823,355
5.046342228228,356
5.99359177914378,357
5.10092196951092,358
4.2559356497434,359
4.00988378687409,360
5.81215997220247,361
4.8383012707188,362
4.81227525099273,363
3.30099685805936,364
4.71616181065714,365
5.09050082621523,366
5.54955251660046,367
3.81865986783914,368
4.78254385907837,369
4.6187782267064,370
6.61979932602925,371
5.0719679120541,372
5.54741269772086,373
5.27521485645347,374
5.06760832369496,375
6.60805499520435,376
5.91551573495031,377
4.76432615249003,378
5.64997232722353,379
5.49362191865033,380
4.71000532503768,381
4.71077369144723,382
5.30630429150126,383
4.31901989415539,384
5.25059404691644,385
4.41641992678897,386
4.17700338206883,387
5.05368511872776,388
5.61653423907958,389
3.86972696666285,390
4.71782654398157,391
5.25451044195004,392
5.36758573209396,393
6.6255380805488,394
4.35014986071401,395
5.54588414626433,396
4.92375757570081,397
4.3002044089349,398
5.45947935926956,399
5.31727721797392,400
5.62122651963351,401
4.73982190785826,402
5.4531508910031,403
5.49142292083821,404
3.55128515312967,405
5.69343836768484,406
6.66755992445594,407
3.81715507380783,408
4.80755106222249,409
4.745075427668,410
4.39307495635238,411
5.05301702915787,412
3.82278983112653,413
4.55550973866536,414
5.00278336518033,415
6.08643532215363,416
4.49928034583818,417
4.73774981472657,418
4.45363996050079,419
5.49630159404837,420
3.98514265878675,421
5.29638946526119,422
5.82713343032732,423
4.51873772282091,424
5.66456160603566,425
5.04981569052346,426
6.21111810227261,427
4.27671327506467,428
6.02710303965269,429
4.20124254409918,430
4.80109408600803,431
4.11028112517574,432
5.47863241809639,433
4.24054723571052,434
5.79029218818167,435
4.49667568000724,436
4.9856968194095,437
4.80902705840903,438
5.2215301810286,439
4.54098287811907,440
6.62589309262429,441
5.47046502213768,442
3.88406291028705,443
5.62886102436228,444
4.60335745664478,445
4.59281432555889,446
5.28100618759909,447
4.42637408938044,448
4.68972933400966,449
4.84152258755254,450
5.10046503232437,451
5.74228965716608,452
6.39030774577115,453
4.18637429483144,454
5.10317588388478,455
5.92806064734044,456
5.52181807305919,457
4.78279539892966,458
5.6197649850816,459
5.28477792604835,460
4.80637649407714,461
5.4255118171105,462
4.27476481380201,463
3.64636743698874,464
6.2099199566625,465
4.84051436352909,466
4.44987369741714,467
5.58343708986644,468
5.27283509135244,469
5.79514228320365,470
5.47104679937544,471
5.48602994620501,472
5.48705877574825,473
4.87676934703434,474
3.41591993842236,475
5.85974596169164,476
5.24432576667387,477
5.91539317750369,478
5.69256257252307,479
4.96560775206381,480
5.66190116253564,481
4.67880423738935,482
4.90361691807195,483
5.35757086714863,484
4.40032882095463,485
4.56649135546668,486
3.92092237157913,487
6.3774150708847,488
5.85704458128183,489
5.03642242359019,490
4.45697899059704,491
4.59699743663891,492
5.95791933011702,493
4.92845562161731,494
4.74864891087582,495
4.73596106358912,496
5.32778829615052,497
4.71844311956896,498
5.22096485543166,499
4.02221745584258,500
6.03397257812621,501
3.69455708484793,502
3.98717735914842,503
5.0282420404967,504
4.090182136196,505
4.81823567142606,506
5.33824133462263,507
4.72225631027389,508
5.92163963000409,509
4.73749118897036,510
4.52091135913409,511
4.32199494309081,512
5.59841667341506,513
4.67480588666835,514
4.83658351517333,515
5.65499713282199,516
4.60661848063746,517
6.62868118910644,518
4.47895794390041,519
6.21011305822903,520
5.00062235290368,521
4.73818854707456,522
4.26815504204363,523
3.93472182520438,524
4.72948959390436,525
4.39628095609044,526
5.3485214337757,527
4.85837761897279,528
5.37346304591772,529
5.07114527641588,530
5.24050566177432,531
5.75599206532199,532
4.39250261965525,533
4.63662484013346,534
4.25655261772632,535
5.26707920802359,536
3.23233595370951,537
5.27988042343008,538
3.83432239194302,539
5.26360889512852,540
4.07890470268425,541
5.58604697846657,542
5.58818144545304,543
4.62118728114756,544
4.86677570903223,545
5.60803946482655,546
4.90696761033585,547
4.64199254336243,548
4.72621962271514,549
5.08517821089836,550
4.91736141869251,551
4.81457743090459,552
6.84001830276171,553
4.29653691518509,554
5.46370747034604,555
5.11709287014694,556
5.73636017344959,557
5.25778799457806,558
4.70009080557154,559
5.27894508820537,560
4.31887768031848,561
6.88541308038208,562
4.99072920790253,563
7.10182894257196,564
5.50492438673409,565
5.34282182555657,566
5.56172254485786,567
4.55426431348055,568
4.00697825359528,569
5.82937885953459,570
5.22770097166761,571
5.35730818506211,572
4.63294799010802,573
6.62523959715922,574
3.81904932578858,575
3.81585087670022,576
6.63324810261228,577
5.6570288227225,578
4.22040689523541,579
5.45835760542261,580
3.53335342090976,581
4.5392082459891,582
4.91969990963868,583
6.38669576212628,584
4.70934022913722,585
3.88078969219508,586
3.62786842375241,587
4.74163232486036,588
4.66917920860206,589
4.10739464315824,590
5.10591470231824,591
4.88169445838839,592
4.33127131898292,593
4.52902773483357,594
4.24351997498152,595
4.90658117910239,596
4.26423613912538,597
5.55608214882823,598
5.59236250367459,599
4.00286612355121,600
6.00662701715498,601
5.76000780344494,602
4.44348432740203,603
2.98386971240656,604
3.13714526806364,605
4.92725301014845,606
4.60245999852453,607
3.83714926322993,608
4.89490227297866,609
4.82781375286077,610
6.27251341736717,611
5.32439475508692,612
5.37495845798783,613
5.15350724266473,614
6.95231735942596,615
5.37019375390887,616
5.2045199328984,617
4.87090761328329,618
5.5404086184487,619
4.48886884607415,620
4.28273681073678,621
4.91871792312529,622
5.65865563866922,623
4.14203448748953,624
4.45985705240549,625
6.46934282391641,626
4.28586361261513,627
3.87263020562786,628
6.33838868358737,629
4.72782236693743,630
4.1443715790534,631
5.54444859535697,632
6.01602189775839,633
5.12123311000083,634
4.55599785394251,635
5.32024701656359,636
4.01036295708502,637
6.0830509502794,638
5.92344680743618,639
4.5620271694604,640
4.98315351084415,641
4.714182195595,642
5.464697407147,643
5.67876355779107,644
4.94265959340391,645
5.27507563738284,646
5.26130816691069,647
4.92317867882447,648
4.62040110566064,649
5.81605737905639,650
5.31196373588568,651
4.23484579521642,652
5.76685072757985,653
5.5955615064274,654
4.13646919677143,655
4.7975928664812,656
4.99810511659793,657
4.53014441170377,658
4.68309879626947,659
5.64288320695796,660
4.76490688321358,661
4.40349584458793,662
5.39454901144384,663
5.00184686505955,664
4.09279576538031,665
4.92090539263415,666
5.56424473656334,667
5.09706398706027,668
5.23143899159072,669
4.08795709983098,670
5.4168720789165,671
3.97212218125282,672
5.39730417297477,673
4.39436060662866,674
4.56428781144076,675
4.77092070757857,676
6.80596137940329,677
6.13851931222192,678
5.97216742542149,679
6.70505771972909,680
6.10396559795314,681
6.31016801236589,682
5.16374423294643,683
5.06944368974687,684
5.73114256911111,685
5.94510491238996,686
4.90016348962687,687
5.11048739557374,688
4.67939788981772,689
4.7429776989481,690
5.65491486310584,691
4.32626038788433,692
3.12505806466341,693
4.85354090881954,694
4.66998393967519,695
4.40580935135163,696
4.30047424651211,697
5.69024330800951,698
6.01193429406712,699
3.76000776190365,700
4.02319097661774,701
4.71495078223608,702
4.59323866576304,703
4.65493846289171,704
4.71897579028202,705
4.41919012902135,706
6.93281604948545,707
4.99989620046971,708
5.65118999177762,709
5.12642718934902,710
5.42680789380335,711
4.41626606157324,712
5.65039018570519,713
5.03557432635184,714
4.08770802756302,715
3.8983039432732,716
5.88988985937445,717
